Normale X,Normale Y,Normale Z,S1 X,S1 Y,S1 Z,S2 X,S2 Y,S2 Z,S3 X,S3 Y,S3 Z
39956.79,-21935.47,544.8595,2330.749,-1362.942,-8000.0,2401.119,-1234.759,-8000.0,2327.531,-1361.061,-7688.283
39901.613,-21905.258,544.0762,2327.531,-1361.061,-7688.283,2401.119,-1234.759,-8000.0,2397.804,-1233.055,-7688.283
39878.99,-21892.838,1631.8002,2327.531,-1361.061,-7688.283,2397.804,-1233.055,-7688.283,2317.881,-1355.418,-7376.743
39713.56,-21802.174,1624.9697,2317.881,-1355.418,-7376.743,2397.804,-1233.055,-7688.283,2387.863,-1227.943,-7376.743
39668.06,-21777.195,2707.3342,2317.881,-1355.418,-7376.743,2387.863,-1227.943,-7376.743,2301.804,-1346.017,-7065.56
39392.96,-21626.01,2688.621,2301.804,-1346.017,-7065.56,2387.863,-1227.943,-7376.743,2371.3,-1219.426,-7065.56
39325.34,-21588.887,3761.794,2301.804,-1346.017,-7065.56,2371.3,-1219.426,-7065.56,2279.309,-1332.863,-6754.911
38941.086,-21377.895,3725.0527,2279.309,-1332.863,-6754.911,2371.3,-1219.426,-7065.56,2348.126,-1207.509,-6754.911
38851.844,-21328.902,4785.7563,2279.309,-1332.863,-6754.911,2348.126,-1207.509,-6754.911,2250.409,-1315.963,-6444.974
38359.36,-21058.691,4725.038,2250.409,-1315.963,-6444.974,2348.126,-1207.509,-6754.911,2318.354,-1192.198,-6444.974
38249.492,-20998.377,5769.5137,2250.409,-1315.963,-6444.974,2318.354,-1192.198,-6444.974,2215.121,-1295.327,-6135.925
37649.617,-20668.88,5679.0864,2215.121,-1295.327,-6135.925,2318.354,-1192.198,-6444.974,2282.0,-1173.503,-6135.925
37519.582,-20597.494,6703.9233,2215.121,-1295.327,-6135.925,2282.0,-1173.503,-6135.925,2173.464,-1270.968,-5827.943
36813.992,-20210.037,6577.8823,2173.464,-1270.968,-5827.943,2282.0,-1173.503,-6135.925,2239.085,-1151.435,-5827.943
36665.625,-20128.586,7579.826,2173.464,-1270.968,-5827.943,2239.085,-1151.435,-5827.943,2125.462,-1242.898,-5521.202
35855.83,-19684.203,7412.3647,2125.462,-1242.898,-5521.202,2239.085,-1151.435,-5827.943,2189.634,-1126.005,-5521.202
35690.133,-19593.24,8387.848,2125.462,-1242.898,-5521.202,2189.634,-1126.005,-5521.202,2071.143,-1211.134,-5215.879
34777.85,-19092.467,8173.4297,2071.143,-1211.134,-5215.879,2189.634,-1126.005,-5521.202,2133.675,-1097.229,-5215.879
34596.594,-18992.959,9119.191,2071.143,-1211.134,-5215.879,2133.675,-1097.229,-5215.879,2010.539,-1175.695,-4912.147
33584.55,-18437.145,8852.486,2010.539,-1175.695,-4912.147,2133.675,-1097.229,-5215.879,2071.241,-1065.122,-4912.147
33389.266,-18329.938,9765.775,2010.539,-1175.695,-4912.147,2071.241,-1065.122,-4912.147,1943.682,-1136.599,-4610.181
32278.643,-17720.55,9440.861,1943.682,-1136.599,-4610.181,2071.241,-1065.122,-4912.147,2002.366,-1029.704,-4610.181
32071.637,-17606.908,10318.159,1943.682,-1136.599,-4610.181,2002.366,-1029.704,-4610.181,1870.613,-1093.871,-4310.152
30866.174,-16945.025,9930.3545,1870.613,-1093.871,-4310.152,2002.366,-1029.704,-4610.181,1927.091,-990.9938,-4310.152
30649.066,-16825.838,10769.113,1870.613,-1093.871,-4310.152,1927.091,-990.9938,-4310.152,1791.372,-1047.534,-4012.233
29350.871,-16113.262,10312.947,1791.372,-1047.534,-4012.233,1927.091,-990.9938,-4310.152,1845.458,-949.0144,-4012.233
29126.244,-15989.944,11110.3,1791.372,-1047.534,-4012.233,1845.458,-949.0144,-4012.233,1706.005,-997.614,-3716.594
27738.145,-15227.75,10580.829,1706.005,-997.614,-3716.594,1845.458,-949.0144,-4012.233,1757.513,-903.7896,-3716.594
27508.371,-15101.608,11333.986,1706.005,-997.614,-3716.594,1757.513,-903.7896,-3716.594,1614.561,-944.1405,-3423.404
26033.867,-14292.115,10726.465,1614.561,-944.1405,-3423.404,1757.513,-903.7896,-3716.594,1663.308,-855.3453,-3423.404
25801.496,-14164.547,11433.196,1614.561,-944.1405,-3423.404,1663.308,-855.3453,-3423.404,1517.092,-887.1438,-3132.831
24243.904,-13309.393,10743.002,1517.092,-887.1438,-3132.831,1663.308,-855.3453,-3423.404,1562.896,-803.709,-3132.831
24011.79,-13181.967,11400.984,1517.092,-887.1438,-3132.831,1562.896,-803.709,-3132.831,1413.653,-826.6564,-2845.04
22374.592,-12283.217,10623.627,1413.653,-826.6564,-2845.04,1562.896,-803.709,-3132.831,1456.334,-748.9104,-2845.04
22145.473,-12157.436,11230.527,1413.653,-826.6564,-2845.04,1456.334,-748.9104,-2845.04,1304.305,-762.713,-2560.196
20432.498,-11216.845,10361.844,1304.305,-762.713,-2560.196,1456.334,-748.9104,-2845.04,1343.684,-690.9808,-2560.196
20209.42,-11094.382,10916.022,1304.305,-762.713,-2560.196,1343.684,-690.9808,-2560.196,1189.108,-695.35,-2278.462
18424.508,-10114.8125,9951.906,1189.108,-695.35,-2278.462,1343.684,-690.9808,-2560.196,1225.01,-629.9532,-2278.462
18210.516,-9997.333,10581.402,1189.108,-695.35,-2278.462,1225.01,-629.9532,-2278.462,1118.185,-529.8085,-2000.0
41085.848,-19740.137,544.83417,2401.119,-1234.759,-8000.0,2464.446,-1102.954,-8000.0,2397.804,-1233.055,-7688.283
41029.113,-19712.967,544.04395,2397.804,-1233.055,-7688.283,2464.446,-1102.954,-8000.0,2461.044,-1101.432,-7688.283
41005.848,-19701.79,1631.7405,2397.804,-1233.055,-7688.283,2461.044,-1101.432,-7688.283,2387.863,-1227.943,-7376.743
40835.742,-19619.873,1625.0474,2387.863,-1227.943,-7376.743,2461.044,-1101.432,-7688.283,2450.84,-1096.866,-7376.743
40788.957,-19597.395,2707.401,2387.863,-1227.943,-7376.743,2450.84,-1096.866,-7376.743,2371.3,-1219.426,-7065.56
40506.074,-19461.707,2688.5347,2371.3,-1219.426,-7065.56,2450.84,-1096.866,-7376.743,2433.841,-1089.258,-7065.56
40436.54,-19428.299,3761.8228,2371.3,-1219.426,-7065.56,2433.841,-1089.258,-7065.56,2348.126,-1207.509,-6754.911
40041.402,-19238.467,3725.0571,2348.126,-1207.509,-6754.911,2433.841,-1089.258,-7065.56,2410.056,-1078.613,-6754.911
39949.64,-19194.379,4785.699,2348.126,-1207.509,-6754.911,2410.056,-1078.613,-6754.911,2318.354,-1192.198,-6444.974
39442.89,-18950.803,4725.0312,2318.354,-1192.198,-6444.974,2410.056,-1078.613,-6754.911,2379.498,-1064.937,-6444.974
39329.92,-18896.525,5769.531,2318.354,-1192.198,-6444.974,2379.498,-1064.937,-6444.974,2282.0,-1173.503,-6135.925
38713.367,-18600.15,5679.1357,2282.0,-1173.503,-6135.925,2379.498,-1064.937,-6444.974,2342.185,-1048.237,-6135.925
38579.664,-18535.91,6703.9585,2282.0,-1173.503,-6135.925,2342.185,-1048.237,-6135.925,2239.085,-1151.435,-5827.943
37854.37,-18187.25,6577.989,2239.085,-1151.435,-5827.943,2342.185,-1048.237,-6135.925,2298.138,-1028.524,-5827.943
37701.812,-18113.953,7579.784,2239.085,-1151.435,-5827.943,2298.138,-1028.524,-5827.943,2189.634,-1126.005,-5521.202
36869.004,-17714.277,7412.208,2189.634,-1126.005,-5521.202,2298.138,-1028.524,-5827.943,2247.384,-1005.809,-5521.202
36698.63,-17632.418,8387.859,2189.634,-1126.005,-5521.202,2247.384,-1005.809,-5521.202,2133.675,-1097.229,-5215.879
35760.797,-17181.738,8173.534,2133.675,-1097.229,-5215.879,2247.384,-1005.809,-5521.202,2189.949,-980.1046,-5215.879
35574.418,-17092.188,9119.344,2133.675,-1097.229,-5215.879,2189.949,-980.1046,-5215.879,2071.241,-1065.122,-4912.147
34533.344,-16591.95,8852.48,2071.241,-1065.122,-4912.147,2189.949,-980.1046,-5215.879,2125.868,-951.4252,-4912.147
34332.54,-16495.473,9765.642,2071.241,-1065.122,-4912.147,2125.868,-951.4252,-4912.147,2002.366,-1029.704,-4610.181
33190.992,-15947.128,9440.902,2002.366,-1029.704,-4610.181,2125.868,-951.4252,-4912.147,2055.177,-919.7876,-4610.181
32978.133,-15844.857,10318.284,2002.366,-1029.704,-4610.181,2055.177,-919.7876,-4610.181,1927.091,-990.9938,-4310.152
31738.299,-15249.011,9930.396,1927.091,-990.9938,-4310.152,2055.177,-919.7876,-4610.181,1977.916,-885.2098,-4310.152
31515.057,-15141.752,10769.0625,1927.091,-990.9938,-4310.152,1977.916,-885.2098,-4310.152,1845.458,-949.0144,-4012.233
30180.059,-14500.31,10312.885,1845.458,-949.0144,-4012.233,1977.916,-885.2098,-4310.152,1894.13,-847.7115,-4012.233
29949.084,-14389.337,11110.272,1845.458,-949.0144,-4012.233,1894.13,-847.7115,-4012.233,1757.513,-903.7896,-3716.594
28521.865,-13703.759,10580.787,1757.513,-903.7896,-3716.594,1894.13,-847.7115,-4012.233,1803.866,-807.3143,-3716.594
28285.6,-13590.241,11333.997,1757.513,-903.7896,-3716.594,1803.866,-807.3143,-3716.594,1663.308,-855.3453,-3423.404
26769.473,-12861.669,10726.508,1663.308,-855.3453,-3423.404,1803.866,-807.3143,-3716.594,1707.176,-764.0411,-3423.404
26530.535,-12746.868,11433.219,1663.308,-855.3453,-3423.404,1707.176,-764.0411,-3423.404,1562.896,-803.709,-3132.831
24928.889,-11977.41,10742.987,1562.896,-803.709,-3132.831,1707.176,-764.0411,-3423.404,1604.116,-717.9168,-3132.831
24690.217,-11862.737,11400.982,1562.896,-803.709,-3132.831,1604.116,-717.9168,-3132.831,1456.334,-748.9104,-2845.04
23006.787,-11054.0625,10623.624,1456.334,-748.9104,-2845.04,1604.116,-717.9168,-3132.831,1494.744,-668.9677,-2845.04
22771.195,-10940.867,11230.625,1456.334,-748.9104,-2845.04,1494.744,-668.9677,-2845.04,1343.684,-690.9808,-2560.196
21009.8,-10094.611,10361.911,1343.684,-690.9808,-2560.196,1494.744,-668.9677,-2845.04,1379.123,-617.2218,-2560.196
20780.42,-9984.4,10916.03,1343.684,-690.9808,-2560.196,1379.123,-617.2218,-2560.196,1225.01,-629.9532,-2278.462
18945.072,-9102.262,9951.93,1225.01,-629.9532,-2278.462,1379.123,-617.2218,-2560.196,1257.318,-562.7087,-2278.462
18725.033,-8996.543,10418.865,1225.01,-629.9532,-2278.462,1257.318,-562.7087,-2278.462,1118.185,-529.8085,-2000.0
42094.285,-17486.658,544.79956,2464.446,-1102.954,-8000.0,2520.544,-967.9138,-8000.0,2461.044,-1101.432,-7688.283
42036.105,-17462.686,543.9624,2461.044,-1101.432,-7688.283,2520.544,-967.9138,-8000.0,2517.065,-966.5785,-7688.283
42012.27,-17452.783,1631.8201,2461.044,-1101.432,-7688.283,2517.065,-966.5785,-7688.283,2450.84,-1096.866,-7376.743
41838.227,-17380.451,1625.0728,2450.84,-1096.866,-7376.743,2517.065,-966.5785,-7688.283,2506.629,-962.5711,-7376.743
41790.293,-17360.537,2707.3179,2450.84,-1096.866,-7376.743,2506.629,-962.5711,-7376.743,2433.841,-1089.258,-7065.56
41500.418,-17240.121,2688.5376,2433.841,-1089.258,-7065.56,2506.629,-962.5711,-7376.743,2489.243,-955.8947,-7065.56
41429.18,-17210.527,3761.8218,2433.841,-1089.258,-7065.56,2489.243,-955.8947,-7065.56,2410.056,-1078.613,-6754.911
41024.336,-17042.234,3725.106,2410.056,-1078.613,-6754.911,2489.243,-955.8947,-7065.56,2464.916,-946.5529,-6754.911
40930.32,-17003.178,4785.743,2410.056,-1078.613,-6754.911,2464.916,-946.5529,-6754.911,2379.498,-1064.937,-6444.974
40411.367,-16787.75,4725.006,2379.498,-1064.937,-6444.974,2464.916,-946.5529,-6754.911,2433.663,-934.5513,-6444.974
40295.625,-16739.668,5769.6353,2379.498,-1064.937,-6444.974,2433.663,-934.5513,-6444.974,2342.185,-1048.237,-6135.925
39663.53,-16476.945,5679.1807,2342.185,-1048.237,-6135.925,2433.663,-934.5513,-6444.974,2395.5,-919.8966,-6135.925
39526.543,-16420.04,6704.0254,2342.185,-1048.237,-6135.925,2395.5,-919.8966,-6135.925,2298.138,-1028.524,-5827.943
38783.168,-16111.455,6577.8623,2298.138,-1028.524,-5827.943,2395.5,-919.8966,-6135.925,2350.451,-902.5973,-5827.943
38626.863,-16046.523,7579.566,2298.138,-1028.524,-5827.943,2350.451,-902.5973,-5827.943,2247.384,-1005.809,-5521.202
37773.875,-15691.93,7412.269,2247.384,-1005.809,-5521.202,2350.451,-902.5973,-5827.943,2298.541,-882.6631,-5521.202
37599.316,-15619.416,8387.854,2247.384,-1005.809,-5521.202,2298.541,-882.6631,-5521.202,2189.949,-980.1046,-5215.879
36638.453,-15220.394,8173.456,2189.949,-980.1046,-5215.879,2298.541,-882.6631,-5521.202,2239.799,-860.1057,-5215.879
36447.5,-15141.066,9119.329,2189.949,-980.1046,-5215.879,2239.799,-860.1057,-5215.879,2125.868,-951.4252,-4912.147
35380.97,-14697.927,8852.504,2125.868,-951.4252,-4912.147,2239.799,-860.1057,-5215.879,2174.259,-834.9377,-4912.147
35175.24,-14612.462,9765.585,2125.868,-951.4252,-4912.147,2174.259,-834.9377,-4912.147,2055.177,-919.7876,-4610.181
34005.582,-14126.56,9440.858,2055.177,-919.7876,-4610.181,2174.259,-834.9377,-4912.147,2101.959,-807.1736,-4610.181
33787.504,-14035.965,10318.289,2055.177,-919.7876,-4610.181,2101.959,-807.1736,-4610.181,1977.916,-885.2098,-4310.152
32517.322,-13508.204,9930.418,1977.916,-885.2098,-4310.152,2101.959,-807.1736,-4610.181,2022.939,-776.8293,-4310.152
32288.602,-13413.189,10769.053,1977.916,-885.2098,-4310.152,2022.939,-776.8293,-4310.152,1894.13,-847.7115,-4012.233
30920.8,-12845.063,10312.838,1894.13,-847.7115,-4012.233,2022.939,-776.8293,-4310.152,1937.246,-743.9222,-4012.233
30684.158,-12746.758,11110.207,1894.13,-847.7115,-4012.233,1937.246,-743.9222,-4012.233,1803.866,-807.3143,-3716.594
29221.951,-12139.24,10580.787,1803.866,-807.3143,-3716.594,1937.246,-743.9222,-4012.233,1844.927,-708.4709,-3716.594
28979.887,-12038.683,11334.003,1803.866,-807.3143,-3716.594,1844.927,-708.4709,-3716.594,1707.176,-764.0411,-3423.404
27426.502,-11393.644,10726.427,1707.176,-764.0411,-3423.404,1844.927,-708.4709,-3716.594,1746.037,-670.4959,-3423.404
27181.7,-11291.946,11433.204,1707.176,-764.0411,-3423.404,1746.037,-670.4959,-3423.404,1604.116,-717.9168,-3132.831
25540.752,-10609.993,10743.029,1604.116,-717.9168,-3132.831,1746.037,-670.4959,-3423.404,1640.63,-630.0189,-3132.831
25296.223,-10508.412,11400.893,1604.116,-717.9168,-3132.831,1640.63,-630.0189,-3132.831,1494.744,-668.9677,-2845.04
23571.496,-9792.097,10623.545,1494.744,-668.9677,-2845.04,1640.63,-630.0189,-3132.831,1528.769,-587.0628,-2845.04
23330.121,-9691.824,11230.581,1494.744,-668.9677,-2845.04,1528.769,-587.0628,-2845.04,1379.123,-617.2218,-2560.196
21525.488,-8942.092,10361.878,1379.123,-617.2218,-2560.196,1528.769,-587.0628,-2845.04,1410.516,-541.6524,-2560.196
21290.479,-8844.464,10916.062,1379.123,-617.2218,-2560.196,1410.516,-541.6524,-2560.196,1257.318,-562.7087,-2278.462
19410.096,-8063.5044,9951.9375,1257.318,-562.7087,-2278.462,1410.516,-541.6524,-2560.196,1285.939,-493.8136,-2278.462
19184.656,-7969.8506,10458.508,1257.318,-562.7087,-2278.462,1285.939,-493.8136,-2278.462,1156.307,-440.4435,-2000.0
42979.21,-15182.191,544.7189,2520.544,-967.9138,-8000.0,2569.249,-830.0348,-8000.0,2517.065,-966.5785,-7688.283
42919.887,-15161.263,543.95557,2517.065,-966.5785,-7688.283,2569.249,-830.0348,-8000.0,2565.703,-828.8898,-7688.283
42895.55,-15152.666,1631.8353,2517.065,-966.5785,-7688.283,2565.703,-828.8898,-7688.283,2506.629,-962.5711,-7376.743
42717.723,-15089.765,1625.1069,2506.629,-962.5711,-7376.743,2565.703,-828.8898,-7688.283,2555.065,-825.4532,-7376.743
42668.78,-15072.476,2707.308,2506.629,-962.5711,-7376.743,2555.065,-825.4532,-7376.743,2489.243,-955.8947,-7065.56
42372.848,-14967.9375,2688.5317,2489.243,-955.8947,-7065.56,2555.065,-825.4532,-7376.743,2537.343,-819.7278,-7065.56
42300.11,-14942.244,3761.8613,2489.243,-955.8947,-7065.56,2537.343,-819.7278,-7065.56,2464.916,-946.5529,-6754.911
41886.656,-14796.172,3725.101,2464.916,-946.5529,-6754.911,2537.343,-819.7278,-7065.56,2512.546,-811.7169,-6754.911
41790.668,-14762.264,4785.657,2464.916,-946.5529,-6754.911,2512.546,-811.7169,-6754.911,2433.663,-934.5513,-6444.974
41260.78,-14575.061,4724.987,2433.663,-934.5513,-6444.974,2512.546,-811.7169,-6754.911,2480.689,-801.4249,-6444.974
41142.605,-14533.315,5769.6606,2433.663,-934.5513,-6444.974,2480.689,-801.4249,-6444.974,2395.5,-919.8966,-6135.925
40497.477,-14305.905,5679.008,2395.5,-919.8966,-6135.925,2480.689,-801.4249,-6444.974,2441.79,-788.8577,-6135.925
40357.61,-14256.496,6703.9663,2395.5,-919.8966,-6135.925,2441.79,-788.8577,-6135.925,2350.451,-902.5973,-5827.943
39598.688,-13988.29,6577.9404,2350.451,-902.5973,-5827.943,2441.79,-788.8577,-6135.925,2395.87,-774.0226,-5827.943
39439.098,-13931.915,7579.6973,2350.451,-902.5973,-5827.943,2395.87,-774.0226,-5827.943,2298.541,-882.6631,-5521.202
38568.004,-13623.901,7412.389,2298.541,-882.6631,-5521.202,2395.87,-774.0226,-5827.943,2342.956,-756.9282,-5521.202
38389.777,-13560.943,8387.797,2298.541,-882.6631,-5521.202,2342.956,-756.9282,-5521.202,2239.799,-860.1057,-5215.879
37408.73,-13214.398,8173.447,2239.799,-860.1057,-5215.879,2342.956,-756.9282,-5521.202,2283.079,-737.584,-5215.879
37213.76,-13145.527,9119.353,2239.799,-860.1057,-5215.879,2283.079,-737.584,-5215.879,2174.259,-834.9377,-4912.147
36124.8,-12760.968,8852.464,2174.259,-834.9377,-4912.147,2283.079,-737.584,-5215.879,2216.273,-716.0012,-4912.147
35914.746,-12686.767,9765.591,2174.259,-834.9377,-4912.147,2216.273,-716.0012,-4912.147,2101.959,-807.1736,-4610.181
34720.484,-12264.929,9440.85,2101.959,-807.1736,-4610.181,2216.273,-716.0012,-4912.147,2142.576,-692.1921,-4610.181
34497.82,-12186.273,10318.334,2101.959,-807.1736,-4610.181,2142.576,-692.1921,-4610.181,2022.939,-776.8293,-4310.152
33200.94,-11728.172,9930.431,2022.939,-776.8293,-4310.152,2142.576,-692.1921,-4610.181,2062.029,-666.1703,-4310.152
32967.41,-11645.678,10769.042,2022.939,-776.8293,-4310.152,2062.029,-666.1703,-4310.152,1937.246,-743.9222,-4012.233
31570.916,-11152.322,10312.879,1937.246,-743.9222,-4012.233,2062.029,-666.1703,-4310.152,1974.68,-637.9507,-4012.233
31329.299,-11066.972,11110.267,1937.246,-743.9222,-4012.233,1974.68,-637.9507,-4012.233,1844.927,-708.4709,-3716.594
29836.254,-10539.823,10580.727,1844.927,-708.4709,-3716.594,1974.68,-637.9507,-4012.233,1880.578,-607.5496,-3716.594
29589.1,-10452.515,11333.951,1844.927,-708.4709,-3716.594,1880.578,-607.5496,-3716.594,1746.037,-670.4959,-3423.404
28003.111,-9891.939,10726.514,1746.037,-670.4959,-3423.404,1880.578,-607.5496,-3716.594,1779.776,-574.9841,-3423.404
27753.162,-9803.646,11433.269,1746.037,-670.4959,-3423.404,1779.776,-574.9841,-3423.404,1640.63,-630.0189,-3132.831
26077.773,-9212.036,10743.031,1640.63,-630.0189,-3132.831,1779.776,-574.9841,-3423.404,1672.333,-540.2729,-3132.831
25828.102,-9123.84,11400.915,1640.63,-630.0189,-3132.831,1672.333,-540.2729,-3132.831,1528.769,-587.0628,-2845.04
24067.068,-8501.639,10623.587,1528.769,-587.0628,-2845.04,1672.333,-540.2729,-3132.831,1558.31,-503.4359,-2845.04
23820.617,-8414.581,11230.6045,1528.769,-587.0628,-2845.04,1558.31,-503.4359,-2845.04,1410.516,-541.6524,-2560.196
21978.05,-7763.4243,10361.934,1410.516,-541.6524,-2560.196,1558.31,-503.4359,-2845.04,1437.771,-464.4942,-2560.196
21738.1,-7678.665,10915.986,1410.516,-541.6524,-2560.196,1437.771,-464.4942,-2560.196,1285.939,-493.8136,-2278.462
19818.191,-7000.536,9951.882,1285.939,-493.8136,-2278.462,1437.771,-464.4942,-2560.196,1310.787,-423.47,-2278.462
19588.014,-6919.228,10552.854,1285.939,-493.8136,-2278.462,1310.787,-423.47,-2278.462,1187.299,-348.363,-2000.0
43738.125,-12833.052,544.7115,2569.249,-830.0348,-8000.0,2610.418,-689.7211,-8000.0,2565.703,-828.8898,-7688.283
43677.758,-12815.32,543.96826,2565.703,-828.8898,-7688.283,2610.418,-689.7211,-8000.0,2606.815,-688.7698,-7688.283
43652.99,-12808.053,1631.873,2565.703,-828.8898,-7688.283,2606.815,-688.7698,-7688.283,2555.065,-825.4532,-7376.743
43471.984,-12755.115,1625.0322,2555.065,-825.4532,-7376.743,2606.815,-688.7698,-7688.283,2596.007,-685.9142,-7376.743
43422.18,-12740.502,2707.3098,2555.065,-825.4532,-7376.743,2596.007,-685.9142,-7376.743,2537.343,-819.7278,-7065.56
43121.008,-12652.07,2688.5596,2537.343,-819.7278,-7065.56,2596.007,-685.9142,-7376.743,2578.001,-681.1566,-7065.56
43046.984,-12630.352,3761.871,2537.343,-819.7278,-7065.56,2578.001,-681.1566,-7065.56,2512.546,-811.7169,-6754.911
42626.33,-12507.032,3725.0654,2512.546,-811.7169,-6754.911,2578.001,-681.1566,-7065.56,2552.807,-674.4999,-6754.911
42528.64,-12478.37,4785.6797,2512.546,-811.7169,-6754.911,2552.807,-674.4999,-6754.911,2480.689,-801.4249,-6444.974
41989.41,-12319.996,4725.0654,2480.689,-801.4249,-6444.974,2552.807,-674.4999,-6754.911,2520.439,-665.9477,-6444.974
41869.15,-12284.71,5769.4653,2480.689,-801.4249,-6444.974,2520.439,-665.9477,-6444.974,2441.79,-788.8577,-6135.925
41212.605,-12091.856,5679.0825,2441.79,-788.8577,-6135.925,2520.439,-665.9477,-6444.974,2480.916,-655.5049,-6135.925
41070.266,-12050.094,6703.9917,2441.79,-788.8577,-6135.925,2480.916,-655.5049,-6135.925,2395.87,-774.0226,-5827.943
40297.867,-11823.694,6577.8257,2395.87,-774.0226,-5827.943,2480.916,-655.5049,-6135.925,2434.261,-643.1777,-5827.943
40135.46,-11776.043,7579.8027,2395.87,-774.0226,-5827.943,2434.261,-643.1777,-5827.943,2342.956,-756.9282,-5521.202
39249.07,-11516.257,7412.296,2342.956,-756.9282,-5521.202,2434.261,-643.1777,-5827.943,2380.5,-628.973,-5521.202
39067.695,-11463.039,8387.826,2342.956,-756.9282,-5521.202,2380.5,-628.973,-5521.202,2283.079,-737.584,-5215.879
38069.285,-11169.94,8173.5205,2283.079,-737.584,-5215.879,2380.5,-628.973,-5521.202,2319.663,-612.8988,-5215.879
37870.87,-11111.725,9119.32,2283.079,-737.584,-5215.879,2319.663,-612.8988,-5215.879,2216.273,-716.0012,-4912.147
36762.723,-10786.414,8852.536,2216.273,-716.0012,-4912.147,2319.663,-612.8988,-5215.879,2251.786,-594.9645,-4912.147
36548.96,-10723.694,9765.58,2216.273,-716.0012,-4912.147,2251.786,-594.9645,-4912.147,2142.576,-692.1921,-4610.181
35333.594,-10367.1,9440.844,2142.576,-692.1921,-4610.181,2251.786,-594.9645,-4912.147,2176.908,-575.1802,-4610.181
35107.0,-10300.615,10318.324,2142.576,-692.1921,-4610.181,2176.908,-575.1802,-4610.181,2062.029,-666.1703,-4310.152
33787.19,-9913.565,9930.361,2062.029,-666.1703,-4310.152,2176.908,-575.1802,-4610.181,2095.071,-553.5573,-4310.152
33549.54,-9843.836,10769.0625,2062.029,-666.1703,-4310.152,2095.071,-553.5573,-4310.152,1974.68,-637.9507,-4012.233
32128.314,-9426.741,10312.89,1974.68,-637.9507,-4012.233,2095.071,-553.5573,-4310.152,2006.322,-530.1082,-4012.233
31882.43,-9354.597,11110.146,1974.68,-637.9507,-4012.233,2006.322,-530.1082,-4012.233,1880.578,-607.5496,-3716.594
30363.158,-8908.793,10580.731,1880.578,-607.5496,-3716.594,2006.322,-530.1082,-4012.233,1910.712,-504.8461,-3716.594
30111.639,-8834.995,11334.052,1880.578,-607.5496,-3716.594,1910.712,-504.8461,-3716.594,1779.776,-574.9841,-3423.404
28497.61,-8361.496,10726.513,1779.776,-574.9841,-3423.404,1910.712,-504.8461,-3716.594,1808.295,-477.7856,-3423.404
28243.246,-8286.864,11433.223,1779.776,-574.9841,-3423.404,1808.295,-477.7856,-3423.404,1672.333,-540.2729,-3132.831
26538.205,-7786.484,10743.022,1672.333,-540.2729,-3132.831,1808.295,-477.7856,-3423.404,1699.13,-448.9423,-3132.831
26284.125,-7711.935,11400.904,1672.333,-540.2729,-3132.831,1699.13,-448.9423,-3132.831,1558.31,-503.4359,-2845.04
24492.027,-7186.1333,10623.568,1558.31,-503.4359,-2845.04,1699.13,-448.9423,-3132.831,1583.28,-418.3324,-2845.04
24241.225,-7112.5464,11230.671,1558.31,-503.4359,-2845.04,1583.28,-418.3324,-2845.04,1437.771,-464.4942,-2560.196
22366.121,-6562.5386,10361.932,1437.771,-464.4942,-2560.196,1583.28,-418.3324,-2845.04,1460.81,-385.9736,-2560.196
22121.934,-6490.89,10916.02,1437.771,-464.4942,-2560.196,1460.81,-385.9736,-2560.196,1310.787,-423.47,-2278.462
20168.107,-5917.552,9951.917,1310.787,-423.47,-2278.462,1460.81,-385.9736,-2560.196,1331.791,-351.8844,-2278.462
19933.863,-5848.822,10417.516,1310.787,-423.47,-2278.462,1331.791,-351.8844,-2278.462,1187.299,-348.363,-2000.0
44368.75,-10446.546,544.7258,2610.418,-689.7211,-8000.0,2643.931,-547.3844,-8000.0,2606.815,-688.7698,-7688.283
44307.508,-10431.935,544.06104,2606.815,-688.7698,-7688.283,2643.931,-547.3844,-8000.0,2640.281,-546.6295,-7688.283
44282.383,-10426.019,1631.7976,2606.815,-688.7698,-7688.283,2640.281,-546.6295,-7688.283,2596.007,-685.9142,-7376.743
44098.793,-10382.97,1624.9541,2596.007,-685.9142,-7376.743,2640.281,-546.6295,-7688.283,2629.335,-544.3632,-7376.743
44048.27,-10371.073,2707.3408,2596.007,-685.9142,-7376.743,2629.335,-544.3632,-7376.743,2578.001,-681.1566,-7065.56
43742.727,-10298.899,2688.6646,2578.001,-681.1566,-7065.56,2629.335,-544.3632,-7376.743,2611.097,-540.5875,-7065.56
43667.637,-10281.221,3761.8215,2578.001,-681.1566,-7065.56,2611.097,-540.5875,-7065.56,2552.807,-674.4999,-6754.911
43240.93,-10180.957,3724.9756,2552.807,-674.4999,-6754.911,2611.097,-540.5875,-7065.56,2585.58,-535.3044,-6754.911
43141.836,-10157.626,4785.751,2552.807,-674.4999,-6754.911,2585.58,-535.3044,-6754.911,2520.439,-665.9477,-6444.974
42594.793,-10028.611,4725.158,2520.439,-665.9477,-6444.974,2585.58,-535.3044,-6754.911,2552.796,-528.5172,-6444.974
42472.797,-9999.889,5769.555,2520.439,-665.9477,-6444.974,2552.796,-528.5172,-6444.974,2480.916,-655.5049,-6135.925
41806.766,-9843.251,5679.0093,2480.916,-655.5049,-6135.925,2552.796,-528.5172,-6444.974,2512.766,-520.2295,-6135.925
