Normale X,Normale Y,Normale Z,S1 X,S1 Y,S1 Z,S2 X,S2 Y,S2 Z,S3 X,S3 Y,S3 Z
-4096.6772,43567.26,4724.9688,-173.6933,2601.14,-6444.974,-318.2972,2621.156,-6754.911,-314.2614,2587.922,-6444.974
-4084.9438,43442.48,5769.471,-173.6933,2601.14,-6444.974,-314.2614,2587.922,-6444.974,-170.9696,2560.352,-6135.925
-4021.0364,42761.266,5679.07,-170.9696,2560.352,-6135.925,-314.2614,2587.922,-6444.974,-309.3335,2547.341,-6135.925
-4007.1487,42613.58,6703.9395,-170.9696,2560.352,-6135.925,-309.3335,2547.341,-6135.925,-167.7544,2512.203,-5827.943
-3931.9578,41812.215,6577.9453,-167.7544,2512.203,-5827.943,-309.3335,2547.341,-6135.925,-303.5163,2499.436,-5827.943
-3916.1116,41643.703,7579.765,-167.7544,2512.203,-5827.943,-303.5163,2499.436,-5827.943,-164.0495,2456.72,-5521.202
-3829.616,40723.97,7412.3574,-164.0495,2456.72,-5521.202,-303.5163,2499.436,-5827.943,-296.813,2444.235,-5521.202
-3811.919,40535.777,8387.757,-164.0495,2456.72,-5521.202,-296.813,2444.235,-5521.202,-159.857,2393.936,-5215.879
-3714.5674,39499.85,8173.4297,-159.857,2393.936,-5215.879,-296.813,2444.235,-5521.202,-289.2276,2381.77,-5215.879
-3695.2075,39293.984,9119.453,-159.857,2393.936,-5215.879,-289.2276,2381.77,-5215.879,-155.1793,2323.885,-4912.147
-3586.7954,38144.203,8852.482,-155.1793,2323.885,-4912.147,-289.2276,2381.77,-5215.879,-280.7644,2312.076,-4912.147
-3565.9392,37922.406,9765.513,-155.1793,2323.885,-4912.147,-280.7644,2312.076,-4912.147,-150.0192,2246.61,-4610.181
-3447.5415,36661.367,9440.856,-150.0192,2246.61,-4610.181,-280.7644,2312.076,-4912.147,-271.4282,2235.193,-4610.181
-3425.4321,36426.258,10318.351,-150.0192,2246.61,-4610.181,-271.4282,2235.193,-4610.181,-144.3795,2162.152,-4310.152
-3296.44,35056.863,9930.3545,-144.3795,2162.152,-4310.152,-271.4282,2235.193,-4610.181,-261.2243,2151.165,-4310.152
-3273.2534,34810.28,10769.024,-144.3795,2162.152,-4310.152,-261.2243,2151.165,-4310.152,-138.2634,2070.562,-4012.233
-3134.9858,33335.7,10313.003,-138.2634,2070.562,-4012.233,-261.2243,2151.165,-4310.152,-250.1586,2060.039,-4012.233
-3110.9934,33080.58,11110.258,-138.2634,2070.562,-4012.233,-250.1586,2060.039,-4012.233,-131.6745,1971.89,-3716.594
-2962.5964,31504.139,10580.747,-131.6745,1971.89,-3716.594,-250.1586,2060.039,-4012.233,-238.2374,1961.869,-3716.594
-2938.0552,31243.17,11334.004,-131.6745,1971.89,-3716.594,-238.2374,1961.869,-3716.594,-124.6166,1866.194,-3423.404
-2780.616,29568.5,10726.506,-124.6166,1866.194,-3423.404,-238.2374,1961.869,-3716.594,-225.4676,1856.71,-3423.404
-2755.7969,29304.578,11433.213,-124.6166,1866.194,-3423.404,-225.4676,1856.71,-3423.404,-117.0937,1753.534,-3132.831
-2589.299,27535.451,10742.9375,-117.0937,1753.534,-3132.831,-225.4676,1856.71,-3423.404,-211.8563,1744.623,-3132.831
-2564.5088,27271.824,11400.964,-117.0937,1753.534,-3132.831,-211.8563,1744.623,-3132.831,-109.11,1633.974,-2845.04
-2389.5227,25412.377,10623.577,-109.11,1633.974,-2845.04,-211.8563,1744.623,-3132.831,-197.4115,1625.671,-2845.04
-2365.0535,25152.152,11230.59,-109.11,1633.974,-2845.04,-197.4115,1625.671,-2845.04,-100.6701,1507.583,-2560.196
-2182.1929,23206.611,10361.921,-100.6701,1507.583,-2560.196,-197.4115,1625.671,-2845.04,-182.1414,1499.922,-2560.196
-2158.3682,22953.248,10916.021,-100.6701,1507.583,-2560.196,-182.1414,1499.922,-2560.196,-91.77889,1374.433,-2278.462
-1967.6337,20926.0,9951.878,-91.77889,1374.433,-2278.462,-182.1414,1499.922,-2560.196,-166.0546,1367.449,-2278.462
-1944.7804,20682.955,10425.984,-91.77889,1374.433,-2278.462,-166.0546,1367.449,-2278.462,-132.5142,1230.234,-2000.0
-6718.121,45084.133,544.81573,-325.4806,2680.31,-8000.0,-470.1123,2658.758,-8000.0,-325.0312,2676.61,-7688.283
-6708.8364,45021.91,544.0581,-325.0312,2676.61,-7688.283,-470.1123,2658.758,-8000.0,-469.4633,2655.088,-7688.283
-6705.032,44996.383,1631.7885,-325.0312,2676.61,-7688.283,-469.4633,2655.088,-7688.283,-323.6837,2665.513,-7376.743
-6677.1943,44809.81,1625.0055,-323.6837,2665.513,-7376.743,-469.4633,2655.088,-7688.283,-467.5169,2644.08,-7376.743
-6669.5444,44758.47,2707.3145,-323.6837,2665.513,-7376.743,-467.5169,2644.08,-7376.743,-321.4385,2647.025,-7065.56
-6623.505,44448.055,2688.64,-321.4385,2647.025,-7065.56,-467.5169,2644.08,-7376.743,-464.2742,2625.74,-7065.56
-6612.1353,44371.754,3761.864,-321.4385,2647.025,-7065.56,-464.2742,2625.74,-7065.56,-318.2972,2621.156,-6754.911
-6547.2144,43938.117,3724.9585,-318.2972,2621.156,-6754.911,-464.2742,2625.74,-7065.56,-459.737,2600.08,-6754.911
-6532.21,43837.426,4785.652,-318.2972,2621.156,-6754.911,-459.737,2600.08,-6754.911,-314.2614,2587.922,-6444.974
-6449.505,43281.586,4725.0283,-314.2614,2587.922,-6444.974,-459.737,2600.08,-6754.911,-453.9078,2567.113,-6444.974
-6431.0327,43157.62,5769.5435,-314.2614,2587.922,-6444.974,-453.9078,2567.113,-6444.974,-309.3335,2547.341,-6135.925
-6330.3047,42480.87,5679.126,-309.3335,2547.341,-6135.925,-453.9078,2567.113,-6444.974,-446.7901,2526.858,-6135.925
-6308.4414,42334.152,6704.0176,-309.3335,2547.341,-6135.925,-446.7901,2526.858,-6135.925,-303.5163,2499.436,-5827.943
-6189.865,41538.02,6577.97,-303.5163,2499.436,-5827.943,-446.7901,2526.858,-6135.925,-438.3879,2479.338,-5827.943
-6164.9194,41370.617,7579.762,-303.5163,2499.436,-5827.943,-438.3879,2479.338,-5827.943,-296.813,2444.235,-5521.202
-6028.399,40456.957,7412.1943,-296.813,2444.235,-5521.202,-438.3879,2479.338,-5827.943,-428.706,2424.582,-5521.202
-6000.541,40270.0,8387.784,-296.813,2444.235,-5521.202,-428.706,2424.582,-5521.202,-289.2276,2381.77,-5215.879
-5847.283,39240.848,8173.4663,-289.2276,2381.77,-5215.879,-428.706,2424.582,-5521.202,-417.7499,2362.619,-5215.879
-5816.8076,39036.33,9119.325,-289.2276,2381.77,-5215.879,-417.7499,2362.619,-5215.879,-280.7644,2312.076,-4912.147
-5646.626,37894.055,8852.49,-280.7644,2312.076,-4912.147,-417.7499,2362.619,-5215.879,-405.5259,2293.485,-4912.147
-5613.7925,37673.71,9765.583,-280.7644,2312.076,-4912.147,-405.5259,2293.485,-4912.147,-271.4282,2235.193,-4610.181
-5427.2754,36420.94,9440.918,-271.4282,2235.193,-4610.181,-405.5259,2293.485,-4912.147,-392.041,2217.22,-4610.181
-5392.4697,36187.37,10318.257,-271.4282,2235.193,-4610.181,-392.041,2217.22,-4610.181,-261.2243,2151.165,-4310.152
-5189.9355,34826.977,9930.442,-261.2243,2151.165,-4310.152,-392.041,2217.22,-4610.181,-377.3029,2133.867,-4310.152
-5153.4307,34582.008,10769.19,-261.2243,2151.165,-4310.152,-377.3029,2133.867,-4310.152,-250.1586,2060.039,-4012.233
-4934.7554,33117.09,10312.841,-250.1586,2060.039,-4012.233,-377.3029,2133.867,-4310.152,-361.32,2043.475,-4012.233
-4896.989,32863.637,11110.185,-250.1586,2060.039,-4012.233,-361.32,2043.475,-4012.233,-238.2374,1961.869,-3716.594
-4663.711,31297.549,10580.772,-238.2374,1961.869,-3716.594,-361.32,2043.475,-4012.233,-344.1015,1946.094,-3716.594
-4625.0786,31038.291,11334.013,-238.2374,1961.869,-3716.594,-344.1015,1946.094,-3716.594,-225.4676,1856.71,-3423.404
-4377.0195,29374.58,10726.43,-225.4676,1856.71,-3423.404,-344.1015,1946.094,-3716.594,-325.6572,1841.781,-3423.404
-4337.951,29112.39,11433.1455,-225.4676,1856.71,-3423.404,-325.6572,1841.781,-3423.404,-211.8563,1744.623,-3132.831
-4076.1802,27354.918,10742.984,-211.8563,1744.623,-3132.831,-325.6572,1841.781,-3423.404,-305.9976,1730.595,-3132.831
-4037.1543,27093.02,11400.931,-211.8563,1744.623,-3132.831,-305.9976,1730.595,-3132.831,-197.4115,1625.671,-2845.04
-3762.0103,25245.775,10623.641,-197.4115,1625.671,-2845.04,-305.9976,1730.595,-3132.831,-285.1341,1612.599,-2845.04
-3723.4868,24987.254,11230.642,-197.4115,1625.671,-2845.04,-285.1341,1612.599,-2845.04,-182.1414,1499.922,-2560.196
-3435.5134,23054.418,10361.937,-182.1414,1499.922,-2560.196,-285.1341,1612.599,-2845.04,-263.0784,1487.861,-2560.196
-3398.0054,22802.715,10915.992,-182.1414,1499.922,-2560.196,-263.0784,1487.861,-2560.196,-166.0546,1367.449,-2278.462
-3097.9404,20788.799,9951.916,-166.0546,1367.449,-2278.462,-263.0784,1487.861,-2560.196,-239.8433,1356.453,-2278.462
-3061.9592,20547.346,10483.838,-166.0546,1367.449,-2278.462,-239.8433,1356.453,-2278.462,-228.6287,1216.045,-2000.0
-9149.223,44654.305,544.811,-470.1123,2658.758,-8000.0,-613.3651,2629.407,-8000.0,-469.4633,2655.088,-7688.283
-9136.361,44592.67,543.9514,-469.4633,2655.088,-7688.283,-613.3651,2629.407,-8000.0,-612.5184,2625.778,-7688.283
-9131.181,44567.387,1631.7716,-469.4633,2655.088,-7688.283,-612.5184,2625.778,-7688.283,-467.5169,2644.08,-7376.743
-9093.227,44382.61,1624.9619,-467.5169,2644.08,-7376.743,-612.5184,2625.778,-7688.283,-609.9789,2614.892,-7376.743
-9082.809,44331.76,2707.413,-467.5169,2644.08,-7376.743,-609.9789,2614.892,-7376.743,-464.2742,2625.74,-7065.56
-9019.9795,44024.25,2688.7148,-464.2742,2625.74,-7065.56,-609.9789,2614.892,-7376.743,-605.748,2596.754,-7065.56
-9004.496,43948.68,3761.7205,-464.2742,2625.74,-7065.56,-605.748,2596.754,-7065.56,-459.737,2600.08,-6754.911
-8916.595,43519.176,3725.0044,-459.737,2600.08,-6754.911,-605.748,2596.754,-7065.56,-599.8282,2571.377,-6754.911
-8896.161,43419.445,4785.708,-459.737,2600.08,-6754.911,-599.8282,2571.377,-6754.911,-453.9078,2567.113,-6444.974
-8783.34,42868.93,4725.0176,-453.9078,2567.113,-6444.974,-599.8282,2571.377,-6754.911,-592.2228,2538.774,-6444.974
-8758.183,42746.15,5769.596,-453.9078,2567.113,-6444.974,-592.2228,2538.774,-6444.974,-446.7901,2526.858,-6135.925
-8620.937,42075.863,5679.1665,-446.7901,2526.858,-6135.925,-592.2228,2538.774,-6444.974,-582.9362,2498.963,-6135.925
-8591.162,41930.543,6704.0454,-446.7901,2526.858,-6135.925,-582.9362,2498.963,-6135.925,-438.3879,2479.338,-5827.943
-8429.126,41141.973,6577.746,-438.3879,2479.338,-5827.943,-582.9362,2498.963,-6135.925,-571.9736,2451.969,-5827.943
-8395.155,40976.164,7579.581,-438.3879,2479.338,-5827.943,-571.9736,2451.969,-5827.943,-428.706,2424.582,-5521.202
-8210.257,40071.19,7412.423,-428.706,2424.582,-5521.202,-571.9736,2451.969,-5827.943,-559.3414,2397.816,-5521.202
-8172.3164,39886.016,8387.829,-428.706,2424.582,-5521.202,-559.3414,2397.816,-5521.202,-417.7499,2362.619,-5215.879
-7963.376,38866.703,8173.4297,-417.7499,2362.619,-5215.879,-559.3414,2397.816,-5521.202,-545.0468,2336.537,-5215.879
-7921.8716,38664.137,9119.342,-417.7499,2362.619,-5215.879,-545.0468,2336.537,-5215.879,-405.5259,2293.485,-4912.147
-7689.92,37532.797,8852.434,-405.5259,2293.485,-4912.147,-545.0468,2336.537,-5215.879,-529.098,2268.167,-4912.147
-7645.2056,37314.555,9765.657,-405.5259,2293.485,-4912.147,-529.098,2268.167,-4912.147,-392.041,2217.22,-4610.181
-7391.233,36073.72,9441.031,-392.041,2217.22,-4610.181,-529.098,2268.167,-4912.147,-511.5039,2192.743,-4610.181
-7343.8325,35842.375,10318.341,-392.041,2217.22,-4610.181,-511.5039,2192.743,-4610.181,-377.3029,2133.867,-4310.152
-7067.4624,34494.945,9930.312,-377.3029,2133.867,-4310.152,-511.5039,2192.743,-4610.181,-492.2748,2110.311,-4310.152
-7017.7515,34252.312,10769.029,-377.3029,2133.867,-4310.152,-492.2748,2110.311,-4310.152,-361.32,2043.475,-4012.233
-6720.4507,32801.35,10312.833,-361.32,2043.475,-4012.233,-492.2748,2110.311,-4310.152,-471.4216,2020.917,-4012.233
-6669.0176,32550.316,11110.216,-361.32,2043.475,-4012.233,-471.4216,2020.917,-4012.233,-344.1015,1946.094,-3716.594
-6351.22,30999.158,10580.771,-344.1015,1946.094,-3716.594,-471.4216,2020.917,-4012.233,-448.9563,1924.611,-3716.594
-6298.609,30742.371,11333.956,-344.1015,1946.094,-3716.594,-448.9563,1924.611,-3716.594,-325.6572,1841.781,-3423.404
-5961.147,29094.53,10726.502,-325.6572,1841.781,-3423.404,-448.9563,1924.611,-3716.594,-424.8916,1821.449,-3423.404
-5907.9395,28834.838,11433.2,-325.6572,1841.781,-3423.404,-424.8916,1821.449,-3423.404,-305.9976,1730.595,-3132.831
-5551.3916,27094.133,10743.041,-305.9976,1730.595,-3132.831,-424.8916,1821.449,-3423.404,-399.2414,1711.49,-3132.831
-5498.2417,26834.729,11400.99,-305.9976,1730.595,-3132.831,-399.2414,1711.49,-3132.831,-285.1341,1612.599,-2845.04
-5123.2563,25005.041,10623.592,-285.1341,1612.599,-2845.04,-399.2414,1711.49,-3132.831,-372.0202,1594.797,-2845.04
-5070.7935,24748.986,11230.639,-285.1341,1612.599,-2845.04,-372.0202,1594.797,-2845.04,-263.0784,1487.861,-2560.196
-4678.2637,22834.635,10361.825,-263.0784,1487.861,-2560.196,-372.0202,1594.797,-2845.04,-343.2438,1471.437,-2560.196
-4627.1875,22585.33,10915.984,-263.0784,1487.861,-2560.196,-343.2438,1471.437,-2560.196,-239.8433,1356.453,-2278.462
-4218.6865,20590.566,9951.937,-239.8433,1356.453,-2278.462,-343.2438,1471.437,-2560.196,-312.9284,1341.479,-2278.462
-4169.6885,20351.416,10596.541,-239.8433,1356.453,-2278.462,-312.9284,1341.479,-2278.462,-323.3337,1194.358,-2000.0
-11553.156,44093.484,544.7049,-613.3651,2629.407,-8000.0,-754.8188,2592.344,-8000.0,-612.5184,2625.778,-7688.283
-11537.251,44032.66,543.96826,-612.5184,2625.778,-7688.283,-754.8188,2592.344,-8000.0,-753.7769,2588.766,-7688.283
-11530.708,44007.69,1631.7301,-612.5184,2625.778,-7688.283,-753.7769,2588.766,-7688.283,-609.9789,2614.892,-7376.743
-11483.095,43825.207,1625.0564,-609.9789,2614.892,-7376.743,-753.7769,2588.766,-7688.283,-750.6517,2578.033,-7376.743
-11469.938,43774.996,2707.496,-609.9789,2614.892,-7376.743,-750.6517,2578.033,-7376.743,-605.748,2596.754,-7065.56
-11389.864,43471.39,2688.4739,-605.748,2596.754,-7065.56,-750.6517,2578.033,-7376.743,-745.4451,2560.152,-7065.56
-11370.312,43396.77,3761.7632,-605.748,2596.754,-7065.56,-745.4451,2560.152,-7065.56,-599.8282,2571.377,-6754.911
-11259.431,42972.66,3725.1123,-599.8282,2571.377,-6754.911,-745.4451,2560.152,-7065.56,-738.1601,2535.132,-6754.911
-11233.628,42874.18,4785.6963,-599.8282,2571.377,-6754.911,-738.1601,2535.132,-6754.911,-592.2228,2538.774,-6444.974
-11091.371,42330.56,4725.1006,-592.2228,2538.774,-6444.974,-738.1601,2535.132,-6754.911,-728.8007,2502.988,-6444.974
-11059.6045,42209.32,5769.6367,-592.2228,2538.774,-6444.974,-728.8007,2502.988,-6444.974,-582.9362,2498.963,-6135.925
-10885.915,41547.402,5679.038,-582.9362,2498.963,-6135.925,-728.8007,2502.988,-6444.974,-717.3724,2463.739,-6135.925
-10848.317,41403.906,6703.8257,-582.9362,2498.963,-6135.925,-717.3724,2463.739,-6135.925,-571.9736,2451.969,-5827.943
-10644.776,40625.324,6577.9785,-571.9736,2451.969,-5827.943,-717.3724,2463.739,-6135.925,-703.8817,2417.406,-5827.943
-10601.876,40461.598,7579.838,-571.9736,2451.969,-5827.943,-703.8817,2417.406,-5827.943,-559.3414,2397.816,-5521.202
-10367.477,39568.0,7412.3164,-559.3414,2397.816,-5521.202,-703.8817,2417.406,-5827.943,-688.3363,2364.017,-5521.202
-10319.567,39385.152,8387.795,-559.3414,2397.816,-5521.202,-688.3363,2364.017,-5521.202,-545.0468,2336.537,-5215.879
-10055.839,38378.613,8173.4346,-545.0468,2336.537,-5215.879,-688.3363,2364.017,-5521.202,-670.7451,2303.602,-5215.879
-10003.429,38178.59,9119.282,-545.0468,2336.537,-5215.879,-670.7451,2303.602,-5215.879,-529.098,2268.167,-4912.147
-9710.895,37061.36,8852.514,-529.098,2268.167,-4912.147,-670.7451,2303.602,-5215.879,-651.118,2236.195,-4912.147
-9654.428,36845.855,9765.76,-529.098,2268.167,-4912.147,-651.118,2236.195,-4912.147,-511.5039,2192.743,-4610.181
-9333.147,35620.668,9440.914,-511.5039,2192.743,-4610.181,-651.118,2236.195,-4912.147,-629.4665,2161.835,-4610.181
-9273.293,35392.23,10318.21,-511.5039,2192.743,-4610.181,-629.4665,2161.835,-4610.181,-492.2748,2110.311,-4310.152
-8924.699,34061.723,9930.324,-492.2748,2110.311,-4310.152,-629.4665,2161.835,-4610.181,-605.8028,2080.565,-4310.152
-8861.925,33822.137,10769.027,-492.2748,2110.311,-4310.152,-605.8028,2080.565,-4310.152,-471.4216,2020.917,-4012.233
-8486.799,32389.385,10312.961,-471.4216,2020.917,-4012.233,-605.8028,2080.565,-4310.152,-580.1404,1992.43,-4012.233
-8421.848,32141.502,11110.242,-471.4216,2020.917,-4012.233,-580.1404,1992.43,-4012.233,-448.9563,1924.611,-3716.594
-8020.3604,30609.834,10580.728,-448.9563,1924.611,-3716.594,-580.1404,1992.43,-4012.233,-552.4942,1897.482,-3716.594
-7953.9224,30356.271,11334.024,-448.9563,1924.611,-3716.594,-552.4942,1897.482,-3716.594,-424.8916,1821.449,-3423.404
-7527.3438,28729.125,10726.399,-424.8916,1821.449,-3423.404,-552.4942,1897.482,-3716.594,-522.8797,1795.775,-3423.404
-7460.1567,28472.695,11433.214,-424.8916,1821.449,-3423.404,-522.8797,1795.775,-3423.404,-399.2414,1711.49,-3132.831
-7009.79,26753.838,10743.004,-399.2414,1711.49,-3132.831,-522.8797,1795.775,-3423.404,-491.3141,1687.366,-3132.831
-6942.6772,26497.693,11400.923,-399.2414,1711.49,-3132.831,-491.3141,1687.366,-3132.831,-372.0202,1594.797,-2845.04
-6469.5366,24691.025,10623.678,-372.0202,1594.797,-2845.04,-491.3141,1687.366,-3132.831,-457.8152,1572.317,-2845.04
-6403.2876,24438.186,11230.561,-372.0202,1594.797,-2845.04,-457.8152,1572.317,-2845.04,-343.2438,1471.437,-2560.196
-5907.94,22547.826,10361.832,-343.2438,1471.437,-2560.196,-457.8152,1572.317,-2845.04,-422.4023,1450.696,-2560.196
-5843.4385,22301.654,10916.053,-343.2438,1471.437,-2560.196,-422.4023,1450.696,-2560.196,-312.9284,1341.479,-2278.462
-5327.327,20331.99,9951.947,-312.9284,1341.479,-2278.462,-422.4023,1450.696,-2560.196,-385.0957,1322.57,-2278.462
-5265.452,20095.844,10420.568,-312.9284,1341.479,-2278.462,-385.0957,1322.57,-2278.462,-323.3337,1194.358,-2000.0
-13923.452,43403.348,544.7202,-754.8188,2592.344,-8000.0,-894.0585,2547.677,-8000.0,-753.7769,2588.766,-7688.283
-13904.197,43343.4,543.9575,-753.7769,2588.766,-7688.283,-894.0585,2547.677,-8000.0,-892.8243,2544.161,-7688.283
-13896.313,43318.82,1631.819,-753.7769,2588.766,-7688.283,-892.8243,2544.161,-7688.283,-750.6517,2578.033,-7376.743
-13838.584,43139.26,1624.9961,-750.6517,2578.033,-7376.743,-892.8243,2544.161,-7688.283,-889.1227,2533.613,-7376.743
-13822.7295,43089.84,2707.255,-750.6517,2578.033,-7376.743,-889.1227,2533.613,-7376.743,-745.4451,2560.152,-7065.56
-13727.231,42790.96,2688.6519,-745.4451,2560.152,-7065.56,-889.1227,2533.613,-7376.743,-882.9557,2516.039,-7065.56
-13703.668,42717.508,3761.8818,-745.4451,2560.152,-7065.56,-882.9557,2516.039,-7065.56,-738.1601,2535.132,-6754.911
-13569.503,42300.035,3725.0054,-738.1601,2535.132,-6754.911,-882.9557,2516.039,-7065.56,-874.3268,2491.451,-6754.911
-13538.406,42203.098,4785.776,-738.1601,2535.132,-6754.911,-874.3268,2491.451,-6754.911,-728.8007,2502.988,-6444.974
-13366.639,41668.027,4725.043,-728.8007,2502.988,-6444.974,-874.3268,2491.451,-6754.911,-863.241,2459.861,-6444.974
-13328.355,41548.684,5769.5205,-728.8007,2502.988,-6444.974,-863.241,2459.861,-6444.974,-717.3724,2463.739,-6135.925
-13119.431,40897.16,5679.085,-717.3724,2463.739,-6135.925,-863.241,2459.861,-6444.974,-849.7045,2421.288,-6135.925
-13074.119,40755.914,6704.0376,-717.3724,2463.739,-6135.925,-849.7045,2421.288,-6135.925,-703.8817,2417.406,-5827.943
-12828.094,39989.453,6577.889,-703.8817,2417.406,-5827.943,-849.7045,2421.288,-6135.925,-833.7252,2375.754,-5827.943
-12776.3955,39828.29,7579.703,-703.8817,2417.406,-5827.943,-833.7252,2375.754,-5827.943,-688.3363,2364.017,-5521.202
-12494.518,38948.64,7412.4404,-688.3363,2364.017,-5521.202,-833.7252,2375.754,-5827.943,-815.3121,2323.284,-5521.202
-12436.778,38768.652,8387.791,-688.3363,2364.017,-5521.202,-815.3121,2323.284,-5521.202,-670.7451,2303.602,-5215.879
-12118.933,37777.863,8173.426,-670.7451,2303.602,-5215.879,-815.3121,2323.284,-5521.202,-794.4758,2263.91,-5215.879
-12055.7705,37580.97,9119.357,-670.7451,2303.602,-5215.879,-794.4758,2263.91,-5215.879,-651.118,2236.195,-4912.147
-11702.801,36481.332,8852.42,-651.118,2236.195,-4912.147,-794.4758,2263.91,-5215.879,-771.2283,2197.665,-4912.147
-11634.752,36269.203,9765.646,-651.118,2236.195,-4912.147,-771.2283,2197.665,-4912.147,-629.4665,2161.835,-4610.181
-11247.932,35063.164,9440.945,-629.4665,2161.835,-4610.181,-771.2283,2197.665,-4912.147,-745.5828,2124.586,-4610.181
-11175.798,34838.3,10318.226,-629.4665,2161.835,-4610.181,-745.5828,2124.586,-4610.181,-605.8028,2080.565,-4310.152
-10755.75,33528.566,9930.363,-605.8028,2080.565,-4310.152,-745.5828,2124.586,-4610.181,-717.5538,2044.716,-4310.152
-10680.096,33292.734,10769.132,-605.8028,2080.565,-4310.152,-717.5538,2044.716,-4310.152,-580.1404,1992.43,-4012.233
-10227.581,31882.492,10312.909,-580.1404,1992.43,-4012.233,-717.5538,2044.716,-4310.152,-687.1577,1958.1,-4012.233
-10149.307,31638.488,11110.178,-580.1404,1992.43,-4012.233,-687.1577,1958.1,-4012.233,-552.4942,1897.482,-3716.594
-9665.6455,30130.719,10580.716,-552.4942,1897.482,-3716.594,-687.1577,1958.1,-4012.233,-654.4115,1864.788,-3716.594
-9585.579,29881.127,11333.926,-552.4942,1897.482,-3716.594,-654.4115,1864.788,-3716.594,-522.8797,1795.775,-3423.404
-9071.888,28279.498,10726.47,-522.8797,1795.775,-3423.404,-654.4115,1864.788,-3716.594,-619.3342,1764.833,-3423.404
-8990.914,28027.082,11433.249,-522.8797,1795.775,-3423.404,-619.3342,1764.833,-3423.404,-491.3141,1687.366,-3132.831
-8448.112,26335.076,10743.011,-491.3141,1687.366,-3132.831,-619.3342,1764.833,-3423.404,-581.9456,1658.292,-3132.831
-8367.229,26082.94,11401.009,-491.3141,1687.366,-3132.831,-581.9456,1658.292,-3132.831,-457.8152,1572.317,-2845.04
-7796.565,24304.553,10623.592,-457.8152,1572.317,-2845.04,-581.9456,1658.292,-3132.831,-542.2673,1545.226,-2845.04
-7716.727,24055.67,11230.517,-457.8152,1572.317,-2845.04,-542.2673,1545.226,-2845.04,-422.4023,1450.696,-2560.196
-7119.9873,22194.926,10361.887,-422.4023,1450.696,-2560.196,-542.2673,1545.226,-2845.04,-500.3219,1425.7,-2560.196
-7042.253,21952.607,10916.052,-422.4023,1450.696,-2560.196,-500.3219,1425.7,-2560.196,-385.0957,1322.57,-2278.462
-6420.147,20013.742,9951.888,-385.0957,1322.57,-2278.462,-500.3219,1425.7,-2560.196,-456.1334,1299.782,-2278.462
-6345.58,19781.291,10466.25,-385.0957,1322.57,-2278.462,-456.1334,1299.782,-2278.462,-416.0452,1165.308,-2000.0
-16252.576,42585.984,544.7122,-894.0585,2547.677,-8000.0,-1030.676,2495.538,-8000.0,-892.8243,2544.161,-7688.283
-16230.43,42527.14,544.09766,-892.8243,2544.161,-7688.283,-1030.676,2495.538,-8000.0,-1029.253,2492.093,-7688.283
-16221.227,42503.023,1631.7648,-892.8243,2544.161,-7688.283,-1029.253,2492.093,-7688.283,-889.1227,2533.613,-7376.743
-16153.99,42326.85,1625.001,-889.1227,2533.613,-7376.743,-1029.253,2492.093,-7688.283,-1024.986,2481.761,-7376.743
-16135.482,42278.36,2707.4292,-889.1227,2533.613,-7376.743,-1024.986,2481.761,-7376.743,-882.9557,2516.039,-7065.56
-16023.423,41984.914,2688.607,-882.9557,2516.039,-7065.56,-1024.986,2481.761,-7376.743,-1017.876,2464.547,-7065.56
-15995.917,41912.844,3761.7573,-882.9557,2516.039,-7065.56,-1017.876,2464.547,-7065.56,-874.3268,2491.451,-6754.911
-15839.683,41503.39,3725.0227,-874.3268,2491.451,-6754.911,-1017.876,2464.547,-7065.56,-1007.929,2440.462,-6754.911
-15803.383,41408.277,4785.7256,-874.3268,2491.451,-6754.911,-1007.929,2440.462,-6754.911,-863.241,2459.861,-6444.974
-15603.164,40883.195,4725.1226,-863.241,2459.861,-6444.974,-1007.929,2440.462,-6754.911,-995.1491,2409.518,-6444.974
-15558.476,40766.1,5769.5586,-863.241,2459.861,-6444.974,-995.1491,2409.518,-6444.974,-849.7045,2421.288,-6135.925
-15314.314,40126.86,5678.9966,-849.7045,2421.288,-6135.925,-995.1491,2409.518,-6444.974,-979.5442,2371.735,-6135.925
-15261.422,39988.27,6703.965,-849.7045,2421.288,-6135.925,-979.5442,2371.735,-6135.925,-833.7252,2375.754,-5827.943
-14974.644,39236.285,6577.9976,-833.7252,2375.754,-5827.943,-979.5442,2371.735,-6135.925,-961.1232,2327.132,-5827.943
-14914.294,39078.156,7579.8506,-833.7252,2375.754,-5827.943,-961.1232,2327.132,-5827.943,-815.3121,2323.284,-5521.202
-14584.5625,38215.113,7412.2837,-815.3121,2323.284,-5521.202,-961.1232,2327.132,-5827.943,-939.8965,2275.737,-5521.202
-14517.166,38038.516,8387.775,-815.3121,2323.284,-5521.202,-939.8965,2275.737,-5521.202,-794.4758,2263.91,-5215.879
-14146.246,37066.38,8173.4556,-794.4758,2263.91,-5215.879,-939.8965,2275.737,-5521.202,-915.8763,2217.578,-5215.879
-14072.518,36873.195,9119.265,-794.4758,2263.91,-5215.879,-915.8763,2217.578,-5215.879,-771.2283,2197.665,-4912.147
-13660.967,35794.246,8852.532,-771.2283,2197.665,-4912.147,-915.8763,2217.578,-5215.879,-889.0764,2152.688,-4912.147
